League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Bundesliga 2,25/09/00,Aachen,M'gladbach,2.0,1.0,D
Bundesliga 2,29/09/00,Duisburg,Ahlen,1.0,3.0,D
Bundesliga 2,29/09/00,Saarbrucken,Oberhausen,1.0,2.0,H
Bundesliga 2,30/09/00,M'gladbach,St Pauli,2.0,0.0,H
Bundesliga 2,30/09/00,Stuttgarter K,Mannheim,3.0,2.0,D
Bundesliga 2,01/10/00,Chemnitz,Mainz,0.0,2.0,D
Bundesliga 2,01/10/00,Greuther Furth,Aachen,2.0,0.0,H
Bundesliga 2,01/10/00,Hannover,Reutlingen,0.0,0.8,H
Bundesliga 2,01/10/00,Osnabruck,Ulm,3.0,1.0,H
Bundesliga 2,02/10/00,Bielefeld,Nurnberg,1.0,2.0,D
Bundesliga 2,13/10/00,Aachen,Chemnitz,3.0,2.0,D
Bundesliga 2,13/10/00,Mannheim,Duisburg,0.0,0.0,H
Bundesliga 2,14/10/00,Ahlen,Bielefeld,0.0,1.0,D
Bundesliga 2,14/10/00,Mainz,Saarbrucken,1.0,0.0,H
Bundesliga 2,15/10/00,Oberhausen,Osnabruck,1.0,2.0,H
Bundesliga 2,15/10/00,Reutlingen,Stuttgarter K,2.0,0.0,H
Bundesliga 2,15/10/00,St Pauli,Greuther Furth,2.0,3.0,D
Bundesliga 2,15/10/00,Ulm,Hannover,0.0,3.0,D
Bundesliga 2,16/10/00,Nurnberg,M'gladbach,1.0,1.0,H
Bundesliga 2,20/10/00,Bielefeld,Mannheim,3.0,0.0,D
Bundesliga 2,20/10/00,Chemnitz,St Pauli,0.0,3.0,A
Bundesliga 2,21/10/00,Greuther Furth,Nurnberg,0.0,0.0,D
Bundesliga 2,21/10/00,Hannover,Stuttgarter K,3.0,0.0,H
Bundesliga 2,22/10/00,Duisburg,Reutlingen,1.0,1.2,H
Bundesliga 2,22/10/00,Osnabruck,Mainz,2.0,1.0,H
Bundesliga 2,22/10/00,Saarbrucken,Aachen,0.0,3.0,D
Bundesliga 2,22/10/00,Ulm,Oberhausen,2.0,1.0,D
Bundesliga 2,23/10/00,M'gladbach,Ahlen,2.0,2.0,D
Bundesliga 2,27/10/00,Nurnberg,Chemnitz,2.0,1.0,H
Bundesliga 2,27/10/00,Reutlingen,Bielefeld,0.0,2.0,H
Bundesliga 2,28/10/00,Aachen,Osnabruck,3.0,0.0,D
Bundesliga 2,28/10/00,Mainz,Ulm,0.0,3.0,D
Bundesliga 2,29/10/00,Ahlen,Greuther Furth,5.0,0.0,H
Bundesliga 2,29/10/00,Mannheim,M'gladbach,0.0,0.8,H
Bundesliga 2,29/10/00,Oberhausen,Hannover,5.0,0.0,D
Bundesliga 2,29/10/00,St Pauli,Saarbrucken,3.0,2.0,D
Bundesliga 2,29/10/00,Stuttgarter K,Duisburg,1.0,0.0,D
Bundesliga 2,03/11/00,Bielefeld,Stuttgarter K,3.0,0.0,D
Bundesliga 2,03/11/00,Chemnitz,Ahlen,1.0,2.0,D
Bundesliga 2,04/11/00,Hannover,Duisburg,4.0,2.0,D
Bundesliga 2,04/11/00,Oberhausen,Mainz,3.0,0.0,H
Bundesliga 2,05/11/00,Greuther Furth,Mannheim,5.0,1.0,H
Bundesliga 2,05/11/00,M'gladbach,Reutlingen,1.0,1.0,D
Bundesliga 2,05/11/00,Osnabruck,St Pauli,1.0,0.0,D
Bundesliga 2,05/11/00,Ulm,Aachen,2.0,1.0,H
Bundesliga 2,06/11/00,Saarbrucken,Nurnberg,2.0,2.0,D
Bundesliga 2,10/11/00,Duisburg,Bielefeld,1.0,1.0,H
Bundesliga 2,10/11/00,Mannheim,Chemnitz,1.0,0.0,D
Bundesliga 2,11/11/00,Mainz,Hannover,2.0,2.0,A
Bundesliga 2,11/11/00,St Pauli,Ulm,0.0,0.0,H
Bundesliga 2,12/11/00,Aachen,Oberhausen,0.0,1.0,H
Bundesliga 2,12/11/00,Ahlen,Saarbrucken,6.0,0.0,H
Bundesliga 2,12/11/00,Reutlingen,Greuther Furth,3.0,2.0,D
Bundesliga 2,12/11/00,Stuttgarter K,M'gladbach,1.0,1.0,D
Bundesliga 2,13/11/00,Nurnberg,Osnabruck,0.0,1.0,H
Bundesliga 2,17/11/00,Mainz,Aachen,2.0,1.0,D
Bundesliga 2,17/11/00,Ulm,Nurnberg,1.0,1.0,H
Bundesliga 2,18/11/00,Osnabruck,Ahlen,0.0,1.0,D
Bundesliga 2,19/11/00,Chemnitz,Reutlingen,2.0,3.0,A
Bundesliga 2,19/11/00,Greuther Furth,Stuttgarter K,1.0,0.0,H
Bundesliga 2,19/11/00,M'gladbach,Duisburg,2.0,1.0,D
Bundesliga 2,19/11/00,Oberhausen,St Pauli,0.0,3.0,A
Bundesliga 2,20/11/00,Hannover,Bielefeld,1.0,1.2,H
Bundesliga 2,20/11/00,Saarbrucken,Mannheim,1.0,3.0,D
Bundesliga 2,24/11/00,Aachen,Hannover,1.0,4.0,A
Bundesliga 2,24/11/00,Duisburg,Greuther Furth,4.0,0.0,D
Bundesliga 2,25/11/00,Ahlen,Ulm,0.0,0.0,H
Bundesliga 2,25/11/00,Bielefeld,M'gladbach,2.0,2.0,D
Bundesliga 2,26/11/00,Mannheim,Osnabruck,0.0,0.0,H
Bundesliga 2,26/11/00,Nurnberg,Oberhausen,2.0,1.0,H
Bundesliga 2,26/11/00,Reutlingen,Saarbrucken,2.0,0.0,H
Bundesliga 2,26/11/00,Stuttgarter K,Chemnitz,2.0,0.0,H
Bundesliga 2,27/11/00,St Pauli,Mainz,4.0,2.0,D
Bundesliga 2,01/12/00,Chemnitz,Duisburg,4.0,3.0,A
Bundesliga 2,01/12/00,Greuther Furth,Bielefeld,2.0,0.0,H
Bundesliga 2,02/12/00,Osnabruck,Reutlingen,1.0,2.0,D
Bundesliga 2,02/12/00,Saarbrucken,Stuttgarter K,2.0,0.0,H
Bundesliga 2,03/12/00,Mainz,Nurnberg,1.0,0.0,H
Bundesliga 2,03/12/00,Oberhausen,Ahlen,1.0,0.0,H
Bundesliga 2,03/12/00,St Pauli,Aachen,1.0,3.0,D
Bundesliga 2,03/12/00,Ulm,Mannheim,5.0,0.0,H
Bundesliga 2,04/12/00,M'gladbach,Hannover,1.0,0.0,H
Bundesliga 2,08/12/00,Duisburg,Saarbrucken,1.0,1.0,H
Bundesliga 2,08/12/00,Reutlingen,Ulm,0.0,2.0,D
Bundesliga 2,09/12/00,Bielefeld,Chemnitz,1.0,1.2,H
Bundesliga 2,09/12/00,Stuttgarter K,Osnabruck,2.0,1.0,H
Bundesliga 2,10/12/00,Ahlen,Mainz,0.0,0.0,H
Bundesliga 2,10/12/00,M'gladbach,Greuther Furth,2.0,1.0,H
Bundesliga 2,10/12/00,Mannheim,Oberhausen,1.0,1.2,H
Bundesliga 2,10/12/00,Nurnberg,Aachen,1.0,1.2,H
Bundesliga 2,11/12/00,Hannover,St Pauli,2.0,1.0,D
Bundesliga 2,12/12/00,Osnabruck,Duisburg,1.0,3.0,A
Bundesliga 2,12/12/00,Saarbrucken,Bielefeld,4.0,0.0,H
Bundesliga 2,12/12/00,Ulm,Stuttgarter K,3.0,1.0,D
Bundesliga 2,13/12/00,Aachen,Ahlen,3.0,0.4,H
Bundesliga 2,13/12/00,Chemnitz,M'gladbach,2.0,3.0,A
Bundesliga 2,13/12/00,Mainz,Mannheim,1.0,1.0,H
Bundesliga 2,13/12/00,Oberhausen,Reutlingen,3.0,0.0,H
Bundesliga 2,14/12/00,Greuther Furth,Hannover,2.0,1.0,H
Bundesliga 2,14/12/00,St Pauli,Nurnberg,0.0,0.0,H
Bundesliga 2,15/12/00,Osnabruck,Bielefeld,1.0,0.0,H
Bundesliga 2,15/12/00,Ulm,Duisburg,6.0,3.0,A
Bundesliga 2,16/12/00,Mainz,Reutlingen,2.0,1.0,D
Bundesliga 2,16/12/00,Oberhausen,Stuttgarter K,0.0,3.0,D
Bundesliga 2,17/12/00,Chemnitz,Greuther Furth,1.0,2.0,A
Bundesliga 2,17/12/00,Nurnberg,Hannover,0.0,0.8,H
Bundesliga 2,17/12/00,Saarbrucken,M'gladbach,4.0,4.0,A
Bundesliga 2,17/12/00,St Pauli,Ahlen,1.0,2.0,H
Bundesliga 2,18/12/00,Aachen,Mannheim,2.0,1.0,D
Bundesliga 2,26/01/01,Hannover,Chemnitz,2.0,0.0,D
Bundesliga 2,26/01/01,Mannheim,St Pauli,4.0,1.0,H
Bundesliga 2,27/01/01,M'gladbach,Osnabruck,2.0,0.0,D
Bundesliga 2,27/01/01,Reutlingen,Aachen,0.0,1.0,H
Bundesliga 2,28/01/01,Ahlen,Nurnberg,5.0,1.0,H
Bundesliga 2,28/01/01,Duisburg,Oberhausen,0.0,2.0,D
Bundesliga 2,28/01/01,Greuther Furth,Saarbrucken,3.0,1.0,H
Bundesliga 2,28/01/01,Stuttgarter K,Mainz,0.0,0.0,D
Bundesliga 2,29/01/01,Bielefeld,Ulm,1.0,1.0,D
Bundesliga 2,02/02/01,Ahlen,Hannover,1.0,1.0,H
Bundesliga 2,02/02/01,Nurnberg,Mannheim,1.0,0.0,H
Bundesliga 2,04/02/01,Osnabruck,Greuther Furth,6.0,1.0,H
Bundesliga 2,09/02/01,Hannover,Saarbrucken,0.0,0.0,H
Bundesliga 2,09/02/01,Stuttgarter K,St Pauli,0.0,2.0,A
Bundesliga 2,10/02/01,Chemnitz,Osnabruck,3.0,2.0,D
Bundesliga 2,10/02/01,M'gladbach,Oberhausen,3.0,0.0,H
Bundesliga 2,11/02/01,Bielefeld,Mainz,3.0,0.4,H
Bundesliga 2,11/02/01,Greuther Furth,Ulm,0.0,0.0,H
Bundesliga 2,11/02/01,Mannheim,Ahlen,1.0,3.0,A
Bundesliga 2,11/02/01,Reutlingen,Nurnberg,3.0,2.0,H
Bundesliga 2,12/02/01,Duisburg,Aachen,3.0,0.4,H
Bundesliga 2,14/02/01,Oberhausen,Bielefeld,0.0,0.0,D
Bundesliga 2,14/02/01,Saarbrucken,Chemnitz,1.0,1.2,H
Bundesliga 2,14/02/01,Ulm,M'gladbach,2.0,4.0,A
Bundesliga 2,16/02/01,Mannheim,Hannover,4.0,1.0,H
Bundesliga 2,16/02/01,Nurnberg,Stuttgarter K,1.0,1.0,H
Bundesliga 2,17/02/01,Mainz,M'gladbach,0.0,1.0,H
Bundesliga 2,17/02/01,Oberhausen,Greuther Furth,1.0,2.0,D
Bundesliga 2,18/02/01,Ahlen,Reutlingen,0.0,1.0,H
Bundesliga 2,18/02/01,Osnabruck,Saarbrucken,0.0,2.0,D
Bundesliga 2,18/02/01,St Pauli,Duisburg,1.0,0.0,H
Bundesliga 2,18/02/01,Ulm,Chemnitz,2.0,0.0,H
Bundesliga 2,19/02/01,Aachen,Bielefeld,3.0,0.0,H
Bundesliga 2,23/02/01,Duisburg,Nurnberg,0.0,2.0,H
Bundesliga 2,23/02/01,Saarbrucken,Ulm,1.0,1.0,D
Bundesliga 2,24/02/01,Bielefeld,St Pauli,1.0,3.0,D
Bundesliga 2,24/02/01,M'gladbach,Aachen,5.0,0.2,H
Bundesliga 2,25/02/01,Greuther Furth,Mainz,3.0,1.0,H
Bundesliga 2,25/02/01,Reutlingen,Mannheim,2.0,1.0,D
Bundesliga 2,26/02/01,Hannover,Osnabruck,4.0,1.0,D
Bundesliga 2,28/02/01,Aachen,Stuttgarter K,1.0,0.0,H
Bundesliga 2,28/02/01,Mainz,Duisburg,2.0,0.0,H
Bundesliga 2,01/03/01,St Pauli,Reutlingen,0.0,0.0,H
Bundesliga 2,02/03/01,Ulm,Osnabruck,2.0,1.0,D
Bundesliga 2,03/03/01,Mainz,Chemnitz,1.0,1.0,H
Bundesliga 2,03/03/01,Nurnberg,Bielefeld,3.0,1.0,H
Bundesliga 2,04/03/01,Aachen,Greuther Furth,0.0,0.0,D
Bundesliga 2,04/03/01,Ahlen,Duisburg,0.0,2.0,H
Bundesliga 2,04/03/01,Mannheim,Stuttgarter K,2.0,0.0,H
Bundesliga 2,04/03/01,Reutlingen,Hannover,1.0,0.0,H
Bundesliga 2,05/03/01,St Pauli,M'gladbach,0.0,2.0,A
Bundesliga 2,09/03/01,Duisburg,Mannheim,3.0,1.0,H
Bundesliga 2,09/03/01,Osnabruck,Oberhausen,1.0,0.0,D
Bundesliga 2,10/03/01,Bielefeld,Ahlen,3.0,1.0,D
Bundesliga 2,10/03/01,Saarbrucken,Mainz,2.0,1.0,D
Bundesliga 2,11/03/01,Chemnitz,Aachen,2.0,3.0,A
Bundesliga 2,11/03/01,Greuther Furth,St Pauli,3.0,0.4,H
Bundesliga 2,11/03/01,Hannover,Ulm,2.0,0.0,H
Bundesliga 2,11/03/01,Stuttgarter K,Reutlingen,0.0,0.0,H
Bundesliga 2,12/03/01,M'gladbach,Nurnberg,2.0,1.0,D
Bundesliga 2,16/03/01,Aachen,Saarbrucken,3.0,0.0,H
Bundesliga 2,16/03/01,Stuttgarter K,Hannover,2.0,0.0,H
Bundesliga 2,17/03/01,Nurnberg,Greuther Furth,1.0,1.0,A
Bundesliga 2,17/03/01,Oberhausen,Ulm,3.0,1.0,H
Bundesliga 2,18/03/01,Ahlen,M'gladbach,1.0,1.0,H
Bundesliga 2,18/03/01,Mainz,Osnabruck,1.0,0.0,H
Bundesliga 2,18/03/01,Reutlingen,Duisburg,1.0,1.0,H
Bundesliga 2,18/03/01,St Pauli,Chemnitz,3.0,0.0,H
Bundesliga 2,19/03/01,Mannheim,Bielefeld,2.0,3.0,D
Bundesliga 2,21/03/01,Chemnitz,Oberhausen,2.0,1.0,D
Bundesliga 2,21/03/01,Stuttgarter K,Ahlen,0.0,1.0,D
Bundesliga 2,30/03/01,Chemnitz,Nurnberg,3.0,1.0,D
Bundesliga 2,30/03/01,Saarbrucken,St Pauli,5.0,0.0,H
Bundesliga 2,31/03/01,Bielefeld,Reutlingen,4.0,1.0,H
Bundesliga 2,31/03/01,Hannover,Oberhausen,3.0,0.0,H
Bundesliga 2,01/04/01,Duisburg,Stuttgarter K,2.0,0.0,D
Bundesliga 2,01/04/01,Greuther Furth,Ahlen,1.0,4.0,A
Bundesliga 2,01/04/01,Osnabruck,Aachen,1.0,1.2,H
Bundesliga 2,01/04/01,Ulm,Mainz,0.0,2.0,D
Bundesliga 2,02/04/01,M'gladbach,Mannheim,2.0,0.0,H
Bundesliga 2,06/04/01,Duisburg,Hannover,1.0,1.0,H
Bundesliga 2,06/04/01,Nurnberg,Saarbrucken,0.0,1.0,A
Bundesliga 2,07/04/01,Ahlen,Chemnitz,1.0,1.2,H
Bundesliga 2,07/04/01,Mannheim,Greuther Furth,1.0,1.0,H
Bundesliga 2,08/04/01,Aachen,Ulm,0.0,0.0,H
Bundesliga 2,08/04/01,Mainz,Oberhausen,1.0,0.0,H
Bundesliga 2,08/04/01,St Pauli,Osnabruck,1.0,4.0,A
Bundesliga 2,08/04/01,Stuttgarter K,Bielefeld,1.0,1.0,H
Bundesliga 2,09/04/01,Reutlingen,M'gladbach,4.0,1.0,H
Bundesliga 2,11/04/01,Oberhausen,Saarbrucken,4.0,0.8,H
Bundesliga 2,12/04/01,Bielefeld,Duisburg,1.0,1.0,D
Bundesliga 2,12/04/01,Chemnitz,Mannheim,4.0,0.0,D
Bundesliga 2,14/04/01,Hannover,Mainz,2.0,4.0,A
Bundesliga 2,14/04/01,Oberhausen,Aachen,2.0,0.0,H
Bundesliga 2,15/04/01,Greuther Furth,Reutlingen,0.0,0.0,H
Bundesliga 2,15/04/01,M'gladbach,Stuttgarter K,1.0,0.0,H
Bundesliga 2,15/04/01,Ulm,St Pauli,3.0,4.0,A
Bundesliga 2,16/04/01,Osnabruck,Nurnberg,1.0,1.0,H
Bundesliga 2,20/04/01,Aachen,Mainz,0.0,0.0,H
Bundesliga 2,20/04/01,Mannheim,Saarbrucken,2.0,3.0,A
Bundesliga 2,21/04/01,St Pauli,Oberhausen,3.0,1.0,H
Bundesliga 2,22/04/01,Ahlen,Osnabruck,2.0,0.0,H
Bundesliga 2,22/04/01,Bielefeld,Hannover,2.0,0.0,H
Bundesliga 2,22/04/01,Nurnberg,Ulm,0.0,2.0,D
Bundesliga 2,22/04/01,Stuttgarter K,Greuther Furth,0.0,5.0,A
Bundesliga 2,23/04/01,Duisburg,M'gladbach,1.0,2.0,D
Bundesliga 2,25/04/01,Reutlingen,Chemnitz,0.0,0.0,H
Bundesliga 2,25/04/01,Saarbrucken,Ahlen,1.0,2.0,D
Bundesliga 2,27/04/01,Hannover,Aachen,3.0,0.0,D
Bundesliga 2,27/04/01,M'gladbach,Bielefeld,2.0,1.0,D
Bundesliga 2,28/04/01,Chemnitz,Stuttgarter K,4.0,2.0,D
Bundesliga 2,28/04/01,Mainz,St Pauli,0.0,1.0,D
Bundesliga 2,29/04/01,Oberhausen,Nurnberg,3.0,2.0,D
Bundesliga 2,29/04/01,Osnabruck,Mannheim,1.0,2.0,D
Bundesliga 2,29/04/01,Saarbrucken,Reutlingen,0.0,2.0,D
Bundesliga 2,29/04/01,Ulm,Ahlen,3.0,0.0,H
Bundesliga 2,30/04/01,Greuther Furth,Duisburg,1.0,0.0,H
Bundesliga 2,04/05/01,Duisburg,Chemnitz,1.0,1.0,D
Bundesliga 2,04/05/01,Stuttgarter K,Saarbrucken,1.0,1.0,H
Bundesliga 2,05/05/01,Aachen,St Pauli,2.0,1.0,D
Bundesliga 2,06/05/01,Bielefeld,Greuther Furth,2.0,1.0,D
Bundesliga 2,06/05/01,Nurnberg,Mainz,0.0,0.0,H
Bundesliga 2,06/05/01,Reutlingen,Osnabruck,1.0,0.0,H
Bundesliga 2,07/05/01,Hannover,M'gladbach,1.0,0.0,D
Bundesliga 2,09/05/01,Ahlen,Oberhausen,3.0,1.0,H
Bundesliga 2,09/05/01,Mannheim,Ulm,0.0,0.8,H
Bundesliga 2,13/05/01,Aachen,Nurnberg,1.0,1.0,H
Bundesliga 2,13/05/01,Chemnitz,Bielefeld,4.0,0.0,H
Bundesliga 2,13/05/01,Greuther Furth,M'gladbach,0.0,2.0,D
Bundesliga 2,13/05/01,Mainz,Ahlen,2.0,2.0,D
Bundesliga 2,13/05/01,Oberhausen,Mannheim,1.0,2.0,A
Bundesliga 2,13/05/01,Osnabruck,Stuttgarter K,3.0,0.4,H
Bundesliga 2,13/05/01,Saarbrucken,Duisburg,2.0,0.0,H
Bundesliga 2,13/05/01,St Pauli,Hannover,0.0,2.0,D
Bundesliga 2,13/05/01,Ulm,Reutlingen,1.0,3.0,A
Bundesliga 2,20/05/01,Ahlen,Aachen,1.0,2.0,D
Bundesliga 2,20/05/01,Bielefeld,Saarbrucken,0.0,0.8,H
Bundesliga 2,20/05/01,Duisburg,Osnabruck,0.0,2.0,D
Bundesliga 2,20/05/01,Hannover,Greuther Furth,2.0,1.0,H
Bundesliga 2,20/05/01,M'gladbach,Chemnitz,0.0,0.0,H
Bundesliga 2,20/05/01,Mannheim,Mainz,1.0,1.2,H
Bundesliga 2,20/05/01,Nurnberg,St Pauli,1.0,2.0,A
Bundesliga 2,20/05/01,Reutlingen,Oberhausen,1.0,1.0,D
Bundesliga 2,20/05/01,Stuttgarter K,Ulm,0.0,4.0,A
Bundesliga 2,25/07/97,Ein Frankfurt,Dusseldorf,0.0,2.0,H
Bundesliga 2,26/07/97,CZ Jena,Wattenscheid,1.0,1.0,D
Bundesliga 2,26/07/97,Meppen,Zwickau,1.0,1.0,H
Bundesliga 2,27/07/97,Freiburg,Cottbus,1.0,0.0,H
Bundesliga 2,27/07/97,Greuther Furth,St Pauli,3.0,0.0,D
Bundesliga 2,27/07/97,Gutersloh,Nurnberg,4.0,0.8,H
Bundesliga 2,27/07/97,Leipzig,Stuttgarter K,1.0,1.0,H
Bundesliga 2,27/07/97,Uerdingen,F Koln,0.0,0.0,H
Bundesliga 2,27/07/97,Unterhaching,Mainz,0.0,2.0,H
Bundesliga 2,01/08/97,Dusseldorf,Uerdingen,0.0,1.0,D
Bundesliga 2,01/08/97,F Koln,Meppen,0.0,2.0,D
Bundesliga 2,01/08/97,St Pauli,Gutersloh,4.0,0.0,D
Bundesliga 2,03/08/97,Cottbus,Leipzig,2.0,1.0,D
Bundesliga 2,03/08/97,Mainz,Greuther Furth,1.0,1.2,H
Bundesliga 2,03/08/97,Stuttgarter K,CZ Jena,1.0,1.0,H
Bundesliga 2,03/08/97,Wattenscheid,Ein Frankfurt,1.0,1.0,H
Bundesliga 2,03/08/97,Zwickau,Unterhaching,0.0,4.0,A
Bundesliga 2,04/08/97,Nurnberg,Freiburg,2.0,0.0,H
Bundesliga 2,08/08/97,Meppen,Dusseldorf,3.0,2.0,D
Bundesliga 2,08/08/97,Uerdingen,Wattenscheid,1.0,1.0,H
Bundesliga 2,08/08/97,Unterhaching,F Koln,0.0,1.0,H
Bundesliga 2,10/08/97,CZ Jena,Cottbus,1.0,3.0,A
Bundesliga 2,10/08/97,Ein Frankfurt,Stuttgarter K,1.0,0.0,H
Bundesliga 2,10/08/97,Greuther Furth,Zwickau,0.0,0.0,H
Bundesliga 2,10/08/97,Gutersloh,Freiburg,2.0,2.0,D
Bundesliga 2,10/08/97,Leipzig,Nurnberg,3.0,1.0,H
Bundesliga 2,11/08/97,St Pauli,Mainz,0.0,0.0,H
Bundesliga 2,22/08/97,Cottbus,Ein Frankfurt,1.0,1.0,A
Bundesliga 2,22/08/97,F Koln,Greuther Furth,2.0,1.0,D
Bundesliga 2,22/08/97,Mainz,Gutersloh,2.0,1.0,D
Bundesliga 2,23/08/97,Stuttgarter K,Uerdingen,1.0,2.0,D
Bundesliga 2,24/08/97,Dusseldorf,Unterhaching,0.0,1.0,D
Bundesliga 2,24/08/97,Freiburg,Leipzig,4.0,0.8,H
Bundesliga 2,24/08/97,Nurnberg,CZ Jena,2.0,3.0,A
Bundesliga 2,24/08/97,Wattenscheid,Meppen,2.0,1.0,D
Bundesliga 2,24/08/97,Zwickau,St Pauli,0.0,0.0,H
Bundesliga 2,29/08/97,Mainz,Zwickau,1.0,2.0,D
Bundesliga 2,29/08/97,Uerdingen,Cottbus,3.0,1.0,H
Bundesliga 2,29/08/97,Unterhaching,Wattenscheid,1.0,0.0,D
Bundesliga 2,30/08/97,Gutersloh,Leipzig,1.0,0.0,H
Bundesliga 2,31/08/97,CZ Jena,Freiburg,0.0,4.0,A
Bundesliga 2,31/08/97,Ein Frankfurt,Nurnberg,0.0,0.8,H
Bundesliga 2,31/08/97,Greuther Furth,Dusseldorf,3.0,2.0,D
Bundesliga 2,31/08/97,Meppen,Stuttgarter K,2.0,1.0,D
Bundesliga 2,31/08/97,St Pauli,F Koln,1.0,1.0,D
Bundesliga 2,12/09/97,Freiburg,Ein Frankfurt,0.0,0.0,D
Bundesliga 2,12/09/97,Nurnberg,Uerdingen,2.0,0.0,D
Bundesliga 2,13/09/97,Zwickau,Gutersloh,2.0,2.0,D
Bundesliga 2,14/09/97,Cottbus,Meppen,1.0,0.0,H
Bundesliga 2,14/09/97,F Koln,Mainz,3.0,1.0,H
Bundesliga 2,14/09/97,Leipzig,CZ Jena,0.0,0.0,D
Bundesliga 2,14/09/97,Stuttgarter K,Unterhaching,0.0,3.0,D
Bundesliga 2,14/09/97,Wattenscheid,Greuther Furth,2.0,1.0,H
Bundesliga 2,15/09/97,Dusseldorf,St Pauli,2.0,3.0,A
Bundesliga 2,19/09/97,Ein Frankfurt,Leipzig,1.0,2.0,H
Bundesliga 2,19/09/97,St Pauli,Wattenscheid,2.0,1.0,D
Bundesliga 2,20/09/97,Unterhaching,Cottbus,2.0,0.0,D
Bundesliga 2,20/09/97,Zwickau,F Koln,0.0,1.0,H
Bundesliga 2,21/09/97,Greuther Furth,Stuttgarter K,2.0,2.0,D
Bundesliga 2,21/09/97,Gutersloh,CZ Jena,1.0,0.0,H
Bundesliga 2,21/09/97,Mainz,Dusseldorf,2.0,0.0,H
Bundesliga 2,21/09/97,Meppen,Nurnberg,3.0,0.0,H
Bundesliga 2,22/09/97,Uerdingen,Freiburg,3.0,0.0,H
Bundesliga 2,26/09/97,Dusseldorf,Zwickau,1.0,1.2,H
Bundesliga 2,26/09/97,Nurnberg,Unterhaching,1.0,0.0,H
Bundesliga 2,27/09/97,F Koln,Gutersloh,4.0,2.0,D
Bundesliga 2,28/09/97,Cottbus,Greuther Furth,0.0,0.0,H
Bundesliga 2,28/09/97,CZ Jena,Ein Frankfurt,0.0,1.0,H
Bundesliga 2,28/09/97,Freiburg,Meppen,0.0,0.8,H
Bundesliga 2,28/09/97,Stuttgarter K,St Pauli,1.0,1.0,H
Bundesliga 2,28/09/97,Wattenscheid,Mainz,2.0,1.0,D
Bundesliga 2,29/09/97,Leipzig,Uerdingen,1.0,1.0,H
Bundesliga 2,03/10/97,Mainz,Stuttgarter K,2.0,3.0,D
Bundesliga 2,03/10/97,Uerdingen,CZ Jena,2.0,0.0,H
Bundesliga 2,04/10/97,F Koln,Dusseldorf,4.0,3.0,A
Bundesliga 2,05/10/97,Gutersloh,Ein Frankfurt,0.0,0.0,D
Bundesliga 2,05/10/97,Meppen,Leipzig,0.0,0.8,H
Bundesliga 2,05/10/97,St Pauli,Cottbus,1.0,2.0,D
Bundesliga 2,05/10/97,Unterhaching,Freiburg,2.0,1.0,D
Bundesliga 2,05/10/97,Zwickau,Wattenscheid,2.0,0.0,D
Bundesliga 2,06/10/97,Greuther Furth,Nurnberg,0.0,1.0,A
Bundesliga 2,17/10/97,Cottbus,Mainz,1.0,2.0,D
Bundesliga 2,17/10/97,CZ Jena,Meppen,1.0,1.0,H
Bundesliga 2,19/10/97,Dusseldorf,Gutersloh,1.0,1.0,H
Bundesliga 2,19/10/97,Freiburg,Greuther Furth,1.0,1.0,H
Bundesliga 2,19/10/97,Leipzig,Unterhaching,1.0,0.0,H
Bundesliga 2,19/10/97,Nurnberg,St Pauli,0.0,0.0,H
Bundesliga 2,19/10/97,Stuttgarter K,Zwickau,1.0,0.0,H
Bundesliga 2,19/10/97,Wattenscheid,F Koln,3.0,0.4,H
Bundesliga 2,20/10/97,Ein Frankfurt,Uerdingen,0.0,1.0,H
Bundesliga 2,24/10/97,F Koln,Stuttgarter K,2.0,2.0,D
Bundesliga 2,24/10/97,Meppen,Ein Frankfurt,0.0,1.0,D
Bundesliga 2,24/10/97,Unterhaching,CZ Jena,3.0,0.0,H
Bundesliga 2,26/10/97,Dusseldorf,Wattenscheid,0.0,0.0,H
Bundesliga 2,26/10/97,Greuther Furth,Leipzig,0.0,0.0,H
Bundesliga 2,26/10/97,Gutersloh,Uerdingen,0.0,1.0,D
Bundesliga 2,26/10/97,Mainz,Nurnberg,3.0,5.0,A
Bundesliga 2,26/10/97,Zwickau,Cottbus,0.0,0.0,D
Bundesliga 2,27/10/97,St Pauli,Freiburg,0.0,0.0,H
Bundesliga 2,31/10/97,CZ Jena,Greuther Furth,2.0,1.0,D
Bundesliga 2,31/10/97,Ein Frankfurt,Unterhaching,1.0,1.0,D
Bundesliga 2,31/10/97,Nurnberg,Zwickau,4.0,0.0,H
Bundesliga 2,02/11/97,Cottbus,F Koln,0.0,1.0,D
Bundesliga 2,02/11/97,Leipzig,St Pauli,0.0,0.0,H
Bundesliga 2,02/11/97,Stuttgarter K,Dusseldorf,2.0,4.0,A
Bundesliga 2,02/11/97,Uerdingen,Meppen,1.0,0.0,H
Bundesliga 2,02/11/97,Wattenscheid,Gutersloh,1.0,2.0,D
Bundesliga 2,03/11/97,Freiburg,Mainz,5.0,1.0,H
Bundesliga 2,07/11/97,Mainz,Leipzig,1.0,1.0,H
Bundesliga 2,07/11/97,St Pauli,CZ Jena,4.0,1.0,H
Bundesliga 2,07/11/97,Wattenscheid,Stuttgarter K,1.0,1.0,H
